use_total,datetime,use_m2,FurnaceHRV_m2,CellarOutlets_m2,WashingMachine_m2,FridgeRange_m2,DisposalDishwasher_m2,KitchenLights_m2,BedroomOutlets_m2,BedroomLights_m2,MasterOutlets_m2,MasterLights_m2,DuctHeaterHRV_m2,use_m3,ElectricRange_m3,Dryer_m3,GarageMudroomLights_m3,DiningRoomOutlets_m3,MudroomOutlets_m3,MasterBathOutlets_m3,GarageOutlets_m3,BasementOutdoorOutlets_m3,use_m4,KitchenDenLights_m4,MasterBedBathLights_m4,MasterOutlets_m4,DenOutdoorLights_m4,DenOutlets_m4,RearBasementLights_m4,KitchenOutletsEast_m4,KitchenOutletsSouth_m4,DishwasherDisposalSinkLight_m4,Refrigerator_m4,Microwave_m4,OfficeLights_m4,temperature,humidity,visibility,apparenttemperature,pressure,windspeed,cloudcover,windbearing,precipintensity,dewpoint,precipprobability,icon
2.892303333,2014-01-01 15:00:00,2.8496705550000003,1.172576111,0.163246112,0.138602777,0.126895555,0.010282222,0.005935555,0.051846667,0.293127778,0.072182778,0.221558333,0.593416667,0.0426327779999999,0.0061566669999999,0.011137222,0.025338889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,0.52,10.0,13.65,1027.4,6.39,,289.0,0.0,6.97,0.0,clear-day
2.897816112,2014-01-01 16:00:00,2.854496111,1.09614,0.179678889,0.163299445,0.138154445,0.010165556,0.399558333,0.078547222,0.032132777,0.076695,0.114473889,0.565650555,0.043320001,0.006339445,0.01154,0.025440556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.52,0.53,10.0,14.46,1027.78,5.28,0.75,294.0,0.0,6.89,0.0,partly-cloudy-day
3.0884933340000003,2014-01-01 17:00:00,3.045265001,1.167853889,0.127048889,0.2740761109999999,0.099301667,0.010361667,0.502527222,0.079210556,0.011640555,0.078922778,0.106337778,0.587983889,0.0432283329999999,0.006119444,0.011548889,0.02556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.73,0.57,10.0,12.71,1027.82,4.95,0.0,285.0,0.0,7.11,0.0,clear-night
3.2125044440000003,2014-01-01 18:00:00,2.708224443,0.581326666,0.124008889,0.01151,0.162958333,0.009623889,0.508967222,0.079991111,0.032141667,0.082057222,0.518662222,0.596977222,0.504280001,0.465671111,0.012928334,0.025680556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26,0.66,10.0,12.5,1027.98,3.08,0.0,305.0,0.0,7.87,0.0,clear-night
2.294029999,2014-01-01 19:00:00,2.247210554,0.248298334,0.09611,0.011290555,0.231789444,0.009564444,0.512395555,0.053761666,0.089152222,0.080285556,0.330266111,0.584296667,0.046819445,0.0072655559999999,0.013446111,0.0261077779999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.69,10.0,16.5,1028.09,2.85,0.1,337.0,0.0,8.07,0.0,clear-night
1.910802775,2014-01-01 20:00:00,1.865374997,0.216096666,0.086979444,0.0112327779999999,0.2466511109999999,0.013483334,0.509466666,0.0479566659999999,0.009608333,0.106979444,0.020083889,0.596836666,0.045427778,0.006668334,0.012531667,0.026227777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.68,10.0,12.22,1028.43,3.33,0.0,328.0,0.0,8.59,0.0,clear-night
1.606695553,2014-01-01 21:00:00,1.563153331,0.220463889,0.082614444,0.011281666,0.339991111,0.010913333,0.0686094449999999,0.047879444,0.033986111,0.1067777769999999,0.046532222,0.594103889,0.043542222,0.005976667,0.011268333,0.026297222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.34,0.74,9.74,16.34,1028.24,2.49,0.0,323.0,0.0,9.6,0.0,clear-night
1.4103166669999998,2014-01-01 22:00:00,1.367251667,0.314606111,0.099363889,0.011336111,0.147844445,0.011005,0.00622,0.047313333,0.009805,0.106809445,0.019926667,0.5930216660000001,0.043065,0.006039445,0.0108361109999999,0.026189444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0.72,4.62,10.39,1028.35,4.48,0.62,43.0,0.0,9.67,0.0,partly-cloudy-night
1.413618889,2014-01-01 23:00:00,1.3703811110000002,0.320553889,0.119081666,0.011321666,0.123156667,0.01099,0.006262778,0.042837778,0.009753333,0.093629445,0.020072778,0.6127211109999999,0.043237778,0.006050556,0.010861111,0.026326111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,0.74,4.75,17.04,1028.35,2.84,0.0,33.0,0.0,10.07,0.0,clear-night
1.3354038890000002,2014-01-02 00:00:00,1.2922616670000002,0.268296666,0.117839444,0.011266667,0.092532223,0.010944445,0.006353888,0.041121111,0.009741112,0.0922399999999999,0.020056111,0.62187,0.043142222,0.006078889,0.0108283329999999,0.026235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97,0.79,6.6,15.97,1027.63,1.74,0.0,318.0,0.0,10.59,0.0,clear-night
1.333681113,2014-01-02 01:00:00,1.290896112,0.297749445,0.088653334,0.0112877769999999,0.090336667,0.010904445,0.007388334,0.041068889,0.009718333,0.091708333,0.019940555,0.6221399999999999,0.042785001,0.0060561109999999,0.010732778,0.025996112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.55,0.83,3.16,8.28,1026.66,4.58,1.0,20.0,0.0009,11.26,0.01,snow
1.265145555,2014-01-02 02:00:00,1.222598889,0.24379,0.0765111109999999,0.011203889,0.091241111,0.010838334,0.006301111,0.040891666,0.009650556,0.0900355549999999,0.019821667,0.622313889,0.042546666,0.006072778,0.0107133329999999,0.0257605549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.83,1.59,7.67,1026.45,4.38,,15.0,0.0071,10.71,0.35,snow
1.136208333,2014-01-02 03:00:00,1.0929866659999998,0.119032222,0.082320555,0.011145,0.091357778,0.010880556,0.006373334,0.041223889,0.009705,0.090943333,0.019923333,0.610081666,0.043221667,0.006176667,0.010945,0.0260999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,0.86,1.45,14.51,1026.37,2.44,,13.0,0.0142,11.1,0.55,snow
1.1713316690000002,2014-01-02 04:00:00,1.127612223,0.120987778,0.104257778,0.011167778,0.094976112,0.010972222,0.0064177769999999,0.041696667,0.009769445,0.09522,0.020075,0.6120716660000001,0.043719446,0.006209445,0.011063889,0.026446112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09,0.84,1.53,8.14,1025.76,3.52,,353.0,0.0049,10.11,0.21,snow
1.253904444,2014-01-02 05:00:00,1.210357777,0.180641111,0.1146111109999999,0.011236666,0.094578333,0.010995,0.006404445,0.041527223,0.009792222,0.096280555,0.0201283339999999,0.624162777,0.043546667,0.006146667,0.010976111,0.026423889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,0.83,1.55,5.41,1025.42,3.83,,334.0,0.0083,7.93,0.43,snow
1.735225555,2014-01-02 06:00:00,1.502498888,0.5263877770000001,0.0817405559999999,0.011536111,0.069163889,0.011083889,0.006197222,0.041441667,0.009760555,0.096415,0.020102777,0.628669445,0.232726667,0.006386667,0.010625556,0.215714444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.84,1.31,4.39,1025.35,3.06,,351.0,0.0034,6.27,0.12,snow
1.6494566670000002,2014-01-02 07:00:00,1.53228,0.458173889,0.075820555,0.011421111,0.100419445,0.010940556,0.006136667,0.040242778,0.059657222,0.101459444,0.028073333,0.639935,0.117176667,0.006162778,0.0107149999999999,0.100298889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.84,1.44,-2.8,1025.25,7.91,1.0,25.0,0.0141,5.38,0.55,snow
2.3757716689999997,2014-01-02 08:00:00,1.919503891,0.390867778,0.089769445,0.011358889,0.142739445,0.010198334,0.348056111,0.026817778,0.074563333,0.093576111,0.068048333,0.663508334,0.4562677779999999,0.345852778,0.011793889,0.098621111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98,0.82,1.0,-3.52,1024.85,8.38,,29.0,0.0137,4.73,0.54,snow
2.017011666,2014-01-02 09:00:00,1.900637778,0.216389445,0.119122223,0.011186111,0.085727778,0.009925,0.154691111,0.027344444,0.0103105549999999,0.081411666,0.5173761109999999,0.667153334,0.116373888,0.006955555,0.012008889,0.097409444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,0.82,1.11,-5.18,1024.43,9.37,,28.0,0.0103,3.92,0.51,snow
2.084209442,2014-01-02 10:00:00,1.990053332,0.346879444,0.1088338889999999,0.011276667,0.102501666,0.010118333,0.0060111109999999,0.0274172219999999,0.104944445,0.081361111,0.517263333,0.6734461110000001,0.09415611,0.0067088889999999,0.011276666,0.076170555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.78,1.07,-1.72,1023.75,9.22,,20.0,0.0079,5.48,0.4,snow
1.8341705549999998,2014-01-02 11:00:00,1.7685172219999998,0.226388889,0.080021111,0.0111977769999999,0.1013833339999999,0.010191111,0.0061411109999999,0.027025556,0.055460556,0.080938333,0.5201155550000001,0.649653889,0.065653333,0.0066694449999999,0.013291666,0.045692222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.31,0.79,1.45,0.34,1022.26,7.23,,68.0,0.0013,6.22,0.02,snow
1.785894447,2014-01-02 12:00:00,1.740613335,0.273547222,0.073946111,0.287494445,0.150022223,0.010951111,0.006120556,0.027305556,0.076631111,0.081212778,0.1047127769999999,0.648669445,0.045281112,0.006146667,0.012861667,0.026272778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.84,0.75,2.79,0.92,1020.29,7.3,,69.0,0.0018,5.6,0.04,snow
2.1706805549999997,2014-01-02 13:00:00,2.12307,0.2460233329999999,0.090549445,0.011163889,0.103531111,0.726958333,0.0058488889999999,0.027240555,0.067684444,0.080609445,0.0204333339999999,0.743027222,0.047610555,0.006996666,0.014767222,0.025846667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.72,3.8,-2.0,1018.76,10.2,1.0,88.0,0.0009,4.17,0.01,snow
2.090203333,2014-01-02 14:00:00,2.042717777,0.430586111,0.118392778,0.011379445,0.103791111,0.5824455550000001,0.00603,0.027822778,0.009392222,0.080798333,0.020141666,0.651937778,0.047485556,0.00697,0.014531667,0.025983889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56,0.72,2.92,-5.56,1017.87,14.41,,87.0,0.0011,3.36,0.02,snow
1.4712488879999999,2014-01-02 15:00:00,1.426106111,0.412715,0.112847222,0.011382222,0.10102,0.010996111,0.0062699999999999,0.027577222,0.009776667,0.081031667,0.020225,0.632265,0.045142777,0.006079444,0.012695555,0.026367778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,0.79,1.07,-5.98,1016.4,13.48,,96.0,0.0013,4.65,0.02,snow
1.399075555,2014-01-02 16:00:00,1.354083333,0.3556016669999999,0.085488889,0.011342778,0.10498,0.0110099999999999,0.0062672219999999,0.033247778,0.009785555,0.0864461109999999,0.020158889,0.629754444,0.044992222,0.006032777,0.0126494449999999,0.02631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49,0.75,1.55,-4.72,1016.06,10.77,,89.0,0.0015,3.18,0.03,snow
2.197975558,2014-01-02 17:00:00,2.150206668,0.336338889,0.083708334,0.0113561109999999,0.102291112,0.0094122229999999,0.770711666,0.033232222,0.009958333,0.08653,0.066633889,0.640033889,0.04776889,0.0071699999999999,0.014850556,0.0257483339999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,0.78,1.14,-4.49,1015.82,9.36,,75.0,0.0024,3.28,0.07,snow
2.025969446,2014-01-02 18:00:00,1.979655002,0.362717223,0.089341667,0.011368889,0.13737,0.0100349999999999,0.586137778,0.0331755559999999,0.009497777,0.0865644449999999,0.019977778,0.633468889,0.0463144439999999,0.006604445,0.013925555,0.025784444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,0.77,1.85,-5.36,1015.11,10.1,,71.0,0.0041,2.79,0.16,snow
1.750207775,2014-01-02 19:00:00,1.705836109,0.433652778,0.103038889,0.011412778,0.137465,0.010788333,0.041488333,0.057040555,0.080834444,0.0923572219999999,0.093637777,0.64412,0.044371666,0.005996111,0.012628333,0.025747222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,0.75,1.49,-5.04,1014.7,8.35,1.0,88.0,0.0021,1.59,0.06,snow
1.956320555,2014-01-02 20:00:00,1.909874444,0.216281112,0.219678333,0.011151667,0.119357777,0.010071111,0.5074700000000001,0.049237222,0.0101855549999999,0.099657778,0.020053333,0.646730556,0.046446111,0.006636111,0.013978889,0.025831111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91,0.75,1.35,-6.9,1014.28,9.4,,81.0,0.003,0.68,0.1,snow
1.81253222,2014-01-02 21:00:00,1.765915553,0.230475555,0.126135555,0.011241111,0.140241666,0.010323889,0.426232778,0.047528333,0.0096794439999999,0.103483334,0.020212222,0.640361666,0.046616667,0.006541111,0.013869444,0.026206112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,0.7,1.86,-8.0,1012.78,10.02,,82.0,0.0022,-1.16,0.06,snow
1.654784442,2014-01-02 22:00:00,1.611181663,0.318205555,0.122072778,0.011322778,0.115292222,0.0113033329999999,0.006613333,0.046950555,0.015527777,0.106938333,0.020931666,0.836023333,0.0436027789999999,0.0054688889999999,0.0118911119999999,0.026242778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,0.73,1.38,-5.3,1012.7,5.82,1.0,71.0,0.007,-1.4,0.34,snow
1.573268887,2014-01-02 23:00:00,1.529214999,0.383952222,0.088692222,0.011361666,0.073366666,0.011157778,0.025608889,0.0425627779999999,0.009773334,0.089637778,0.020757222,0.772344444,0.044053888,0.0056761109999999,0.012113333,0.0262644439999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.73,1.39,-6.03,1011.74,6.26,,53.0,0.0039,-1.62,0.15,snow
1.562857778,2014-01-03 00:00:00,1.5189866669999998,0.3702883329999999,0.084692222,0.0113327769999999,0.076028889,0.011197778,0.006728889,0.041033889,0.014806111,0.0973344439999999,0.020751112,0.784792223,0.043871111,0.005655556,0.012030555,0.026185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.78,1.27,-11.65,1011.67,5.6,,300.0,0.0031,-5.51,0.1,snow
1.6127722230000001,2014-01-03 01:00:00,1.569112223,0.299793333,0.075221667,0.011278889,0.120563889,0.011312223,0.006034444,0.041067222,0.012219444,0.0982255559999999,0.021107223,0.872288333,0.04366,0.005476666,0.011876667,0.026306667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,0.77,0.98,-11.03,1011.43,4.53,,313.0,0.003,-6.49,0.1,snow
1.571739997,2014-01-03 02:00:00,1.528172775,0.241426111,0.112058888,0.011206111,0.098632777,0.011283333,0.0060705559999999,0.0410616669999999,0.009783888,0.091739444,0.021079445,0.8838305550000001,0.043567222,0.005518333,0.011885,0.026163889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,0.77,1.11,-11.52,1010.98,4.12,,295.0,0.0021,-7.45,0.06,snow
1.42943278,2014-01-03 03:00:00,1.385293334,0.267326111,0.104225556,0.011238333,0.030990556,0.011201112,0.006316667,0.0411711109999999,0.009790556,0.090860555,0.020749444,0.791423333,0.044139446,0.005787778,0.0121333339999999,0.026218334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.51,0.78,1.27,-13.67,1010.8,5.14,,295.0,0.0046,-7.74,0.19,snow
1.4453922219999997,2014-01-03 04:00:00,1.4006655549999998,0.220503889,0.071593333,0.011244444,0.111684444,0.011339445,0.006226667,0.04163,0.0098744449999999,0.092200555,0.021013889,0.803354444,0.044726667,0.005775,0.012347223,0.0266044439999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.49,0.82,1.38,-16.24,1011.14,6.15,1.0,272.0,0.0037,-7.57,0.14,snow
