datetime,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Temp_Avg,Humidity_Avg
2024-01-01 14:00:00,109.16,449.6,0,266,1088,33.2,94.5
2024-01-01 14:00:00,109.16,449.6,0,266,1088,33.2,83.5
2024-01-01 14:00:00,109.16,449.6,0,266,1088,32.4,95.6
2024-01-01 14:00:00,109.16,449.6,0,266,1088,32.4,94.5
2024-01-01 14:00:00,109.16,449.6,0,266,1088,32.4,83.5
2024-01-01 15:00:00,62.95,260.2,0,63,607,36.2,95.6
2024-01-01 15:00:00,62.95,260.2,0,63,607,36.2,94.5
2024-01-01 15:00:00,62.95,260.2,0,63,607,36.2,83.5
2024-01-01 15:00:00,62.95,260.2,0,63,607,33.2,95.6
2024-01-01 15:00:00,62.95,260.2,0,63,607,33.2,94.5
2024-01-01 15:00:00,62.95,260.2,0,63,607,33.2,83.5
2024-01-01 15:00:00,62.95,260.2,0,63,607,32.4,95.6
2024-01-01 15:00:00,62.95,260.2,0,63,607,32.4,94.5
2024-01-01 15:00:00,62.95,260.2,0,63,607,32.4,83.5
2024-01-01 16:00:00,50.748,208.6,0,0,0,36.2,95.6
2024-01-01 16:00:00,50.748,208.6,0,0,0,36.2,94.5
2024-01-01 16:00:00,50.748,208.6,0,0,0,36.2,83.5
2024-01-01 16:00:00,50.748,208.6,0,0,0,33.2,95.6
2024-01-01 16:00:00,50.748,208.6,0,0,0,33.2,94.5
2024-01-01 16:00:00,50.748,208.6,0,0,0,33.2,83.5
2024-01-01 16:00:00,50.748,208.6,0,0,0,32.4,95.6
2024-01-01 16:00:00,50.748,208.6,0,0,0,32.4,94.5
2024-01-01 16:00:00,50.748,208.6,0,0,0,32.4,83.5
2024-01-01 17:00:00,124.03,516.4,0,28,0,36.2,95.6
2024-01-01 17:00:00,124.03,516.4,0,28,0,36.2,94.5
2024-01-01 17:00:00,124.03,516.4,0,28,0,36.2,83.5
2024-01-01 17:00:00,124.03,516.4,0,28,0,33.2,95.6
2024-01-01 17:00:00,124.03,516.4,0,28,0,33.2,94.5
2024-01-01 17:00:00,124.03,516.4,0,28,0,33.2,83.5
2024-01-01 17:00:00,124.03,516.4,0,28,0,32.4,95.6
2024-01-01 17:00:00,124.03,516.4,0,28,0,32.4,94.5
2024-01-01 17:00:00,124.03,516.4,0,28,0,32.4,83.5
2024-01-01 18:00:00,172.816,726.2,0,0,0,36.2,95.6
2024-01-01 18:00:00,172.816,726.2,0,0,0,36.2,94.5
2024-01-01 18:00:00,172.816,726.2,0,0,0,36.2,83.5
2024-01-01 18:00:00,172.816,726.2,0,0,0,33.2,95.6
2024-01-01 18:00:00,172.816,726.2,0,0,0,33.2,94.5
2024-01-01 18:00:00,172.816,726.2,0,0,0,33.2,83.5
2024-01-01 18:00:00,172.816,726.2,0,0,0,32.4,95.6
2024-01-01 18:00:00,172.816,726.2,0,0,0,32.4,94.5
2024-01-01 18:00:00,172.816,726.2,0,0,0,32.4,83.5
2024-01-01 19:00:00,180.434,766.2,0,17,460,36.2,95.6
2024-01-01 19:00:00,180.434,766.2,0,17,460,36.2,94.5
2024-01-01 19:00:00,180.434,766.2,0,17,460,36.2,83.5
2024-01-01 19:00:00,180.434,766.2,0,17,460,33.2,95.6
2024-01-01 19:00:00,180.434,766.2,0,17,460,33.2,94.5
2024-01-01 19:00:00,180.434,766.2,0,17,460,33.2,83.5
2024-01-01 19:00:00,180.434,766.2,0,17,460,32.4,95.6
2024-01-01 19:00:00,180.434,766.2,0,17,460,32.4,94.5
2024-01-01 19:00:00,180.434,766.2,0,17,460,32.4,83.5
2024-01-01 20:00:00,172.386,724.0,0,11,1039,36.2,95.6
2024-01-01 20:00:00,172.386,724.0,0,11,1039,36.2,94.5
2024-01-01 20:00:00,172.386,724.0,0,11,1039,36.2,83.5
2024-01-01 20:00:00,172.386,724.0,0,11,1039,33.2,95.6
2024-01-01 20:00:00,172.386,724.0,0,11,1039,33.2,94.5
2024-01-01 20:00:00,172.386,724.0,0,11,1039,33.2,83.5
2024-01-01 20:00:00,172.386,724.0,0,11,1039,32.4,95.6
2024-01-01 20:00:00,172.386,724.0,0,11,1039,32.4,94.5
2024-01-01 20:00:00,172.386,724.0,0,11,1039,32.4,83.5
2024-01-01 21:00:00,162.29,681.0,689,0,887,36.2,95.6
2024-01-01 21:00:00,162.29,681.0,689,0,887,36.2,94.5
2024-01-01 21:00:00,162.29,681.0,689,0,887,36.2,83.5
2024-01-01 21:00:00,162.29,681.0,689,0,887,33.2,95.6
2024-01-01 21:00:00,162.29,681.0,689,0,887,33.2,94.5
2024-01-01 21:00:00,162.29,681.0,689,0,887,33.2,83.5
2024-01-01 21:00:00,162.29,681.0,689,0,887,32.4,95.6
2024-01-01 21:00:00,162.29,681.0,689,0,887,32.4,94.5
2024-01-01 21:00:00,162.29,681.0,689,0,887,32.4,83.5
2024-01-01 22:00:00,79.592,333.4,648,28,0,36.2,95.6
2024-01-01 22:00:00,79.592,333.4,648,28,0,36.2,94.5
2024-01-01 22:00:00,79.592,333.4,648,28,0,36.2,83.5
2024-01-01 22:00:00,79.592,333.4,648,28,0,33.2,95.6
2024-01-01 22:00:00,79.592,333.4,648,28,0,33.2,94.5
2024-01-01 22:00:00,79.592,333.4,648,28,0,33.2,83.5
2024-01-01 22:00:00,79.592,333.4,648,28,0,32.4,95.6
2024-01-01 22:00:00,79.592,333.4,648,28,0,32.4,94.5
2024-01-01 22:00:00,79.592,333.4,648,28,0,32.4,83.5
2024-01-01 23:00:00,23.752,99.8,0,0,0,36.2,95.6
2024-01-01 23:00:00,23.752,99.8,0,0,0,36.2,94.5
2024-01-01 23:00:00,23.752,99.8,0,0,0,36.2,83.5
2024-01-01 23:00:00,23.752,99.8,0,0,0,33.2,95.6
2024-01-01 23:00:00,23.752,99.8,0,0,0,33.2,94.5
2024-01-01 23:00:00,23.752,99.8,0,0,0,33.2,83.5
2024-01-01 23:00:00,23.752,99.8,0,0,0,32.4,95.6
2024-01-01 23:00:00,23.752,99.8,0,0,0,32.4,94.5
2024-01-01 23:00:00,23.752,99.8,0,0,0,32.4,83.5
2024-01-02 00:00:00,22.702,97.8,0,28,0,31.1,84.2
2024-01-02 00:00:00,22.702,97.8,0,28,0,31.1,88.5
2024-01-02 00:00:00,22.702,97.8,0,28,0,31.1,88.0
2024-01-02 00:00:00,22.702,97.8,0,28,0,30.8,84.2
2024-01-02 00:00:00,22.702,97.8,0,28,0,30.8,88.5
2024-01-02 00:00:00,22.702,97.8,0,28,0,30.8,88.0
2024-01-02 00:00:00,22.702,97.8,0,28,0,30.4,84.2
2024-01-02 00:00:00,22.702,97.8,0,28,0,30.4,88.5
2024-01-02 00:00:00,22.702,97.8,0,28,0,30.4,88.0
2024-01-02 01:00:00,21.308,93.6,0,0,0,31.1,84.2
2024-01-02 01:00:00,21.308,93.6,0,0,0,31.1,88.5
2024-01-02 01:00:00,21.308,93.6,0,0,0,31.1,88.0
2024-01-02 01:00:00,21.308,93.6,0,0,0,30.8,84.2
2024-01-02 01:00:00,21.308,93.6,0,0,0,30.8,88.5
2024-01-02 01:00:00,21.308,93.6,0,0,0,30.8,88.0
2024-01-02 01:00:00,21.308,93.6,0,0,0,30.4,84.2
2024-01-02 01:00:00,21.308,93.6,0,0,0,30.4,88.5
2024-01-02 01:00:00,21.308,93.6,0,0,0,30.4,88.0
2024-01-02 02:00:00,19.534,82.8,0,0,0,31.1,84.2
2024-01-02 02:00:00,19.534,82.8,0,0,0,31.1,88.5
2024-01-02 02:00:00,19.534,82.8,0,0,0,31.1,88.0
2024-01-02 02:00:00,19.534,82.8,0,0,0,30.8,84.2
2024-01-02 02:00:00,19.534,82.8,0,0,0,30.8,88.5
2024-01-02 02:00:00,19.534,82.8,0,0,0,30.8,88.0
2024-01-02 02:00:00,19.534,82.8,0,0,0,30.4,84.2
2024-01-02 02:00:00,19.534,82.8,0,0,0,30.4,88.5
2024-01-02 02:00:00,19.534,82.8,0,0,0,30.4,88.0
2024-01-02 03:00:00,22.026,96.6,0,28,0,31.1,84.2
2024-01-02 03:00:00,22.026,96.6,0,28,0,31.1,88.5
2024-01-02 03:00:00,22.026,96.6,0,28,0,31.1,88.0
2024-01-02 03:00:00,22.026,96.6,0,28,0,30.8,84.2
2024-01-02 03:00:00,22.026,96.6,0,28,0,30.8,88.5
2024-01-02 03:00:00,22.026,96.6,0,28,0,30.8,88.0
2024-01-02 03:00:00,22.026,96.6,0,28,0,30.4,84.2
2024-01-02 03:00:00,22.026,96.6,0,28,0,30.4,88.5
2024-01-02 03:00:00,22.026,96.6,0,28,0,30.4,88.0
2024-01-02 04:00:00,52.156,215.2,0,0,521,31.1,84.2
2024-01-02 04:00:00,52.156,215.2,0,0,521,31.1,88.5
2024-01-02 04:00:00,52.156,215.2,0,0,521,31.1,88.0
2024-01-02 04:00:00,52.156,215.2,0,0,521,30.8,84.2
2024-01-02 04:00:00,52.156,215.2,0,0,521,30.8,88.5
2024-01-02 04:00:00,52.156,215.2,0,0,521,30.8,88.0
2024-01-02 04:00:00,52.156,215.2,0,0,521,30.4,84.2
2024-01-02 04:00:00,52.156,215.2,0,0,521,30.4,88.5
2024-01-02 04:00:00,52.156,215.2,0,0,521,30.4,88.0
2024-01-02 05:00:00,21.796,95.2,0,27,0,31.1,84.2
2024-01-02 05:00:00,21.796,95.2,0,27,0,31.1,88.5
2024-01-02 05:00:00,21.796,95.2,0,27,0,31.1,88.0
2024-01-02 05:00:00,21.796,95.2,0,27,0,30.8,84.2
2024-01-02 05:00:00,21.796,95.2,0,27,0,30.8,88.5
2024-01-02 05:00:00,21.796,95.2,0,27,0,30.8,88.0
2024-01-02 05:00:00,21.796,95.2,0,27,0,30.4,84.2
2024-01-02 05:00:00,21.796,95.2,0,27,0,30.4,88.5
2024-01-02 05:00:00,21.796,95.2,0,27,0,30.4,88.0
2024-01-02 06:00:00,67.902,285.4,0,0,0,31.1,84.2
2024-01-02 06:00:00,67.902,285.4,0,0,0,31.1,88.5
2024-01-02 06:00:00,67.902,285.4,0,0,0,31.1,88.0
2024-01-02 06:00:00,67.902,285.4,0,0,0,30.8,84.2
2024-01-02 06:00:00,67.902,285.4,0,0,0,30.8,88.5
2024-01-02 06:00:00,67.902,285.4,0,0,0,30.8,88.0
2024-01-02 06:00:00,67.902,285.4,0,0,0,30.4,84.2
2024-01-02 06:00:00,67.902,285.4,0,0,0,30.4,88.5
2024-01-02 06:00:00,67.902,285.4,0,0,0,30.4,88.0
2024-01-02 07:00:00,128.446,533.0,0,0,632,31.1,84.2
2024-01-02 07:00:00,128.446,533.0,0,0,632,31.1,88.5
2024-01-02 07:00:00,128.446,533.0,0,0,632,31.1,88.0
2024-01-02 07:00:00,128.446,533.0,0,0,632,30.8,84.2
2024-01-02 07:00:00,128.446,533.0,0,0,632,30.8,88.5
2024-01-02 07:00:00,128.446,533.0,0,0,632,30.8,88.0
2024-01-02 07:00:00,128.446,533.0,0,0,632,30.4,84.2
2024-01-02 07:00:00,128.446,533.0,0,0,632,30.4,88.5
2024-01-02 07:00:00,128.446,533.0,0,0,632,30.4,88.0
2024-01-02 08:00:00,97.59,408.0,0,28,1047,31.1,84.2
2024-01-02 08:00:00,97.59,408.0,0,28,1047,31.1,88.5
2024-01-02 08:00:00,97.59,408.0,0,28,1047,31.1,88.0
2024-01-02 08:00:00,97.59,408.0,0,28,1047,30.8,84.2
2024-01-02 08:00:00,97.59,408.0,0,28,1047,30.8,88.5
2024-01-02 08:00:00,97.59,408.0,0,28,1047,30.8,88.0
2024-01-02 08:00:00,97.59,408.0,0,28,1047,30.4,84.2
2024-01-02 08:00:00,97.59,408.0,0,28,1047,30.4,88.5
2024-01-02 08:00:00,97.59,408.0,0,28,1047,30.4,88.0
2024-01-02 09:00:00,91.812,379.0,0,0,1068,31.1,84.2
2024-01-02 09:00:00,91.812,379.0,0,0,1068,31.1,88.5
2024-01-02 09:00:00,91.812,379.0,0,0,1068,31.1,88.0
2024-01-02 09:00:00,91.812,379.0,0,0,1068,30.8,84.2
2024-01-02 09:00:00,91.812,379.0,0,0,1068,30.8,88.5
2024-01-02 09:00:00,91.812,379.0,0,0,1068,30.8,88.0
2024-01-02 09:00:00,91.812,379.0,0,0,1068,30.4,84.2
2024-01-02 09:00:00,91.812,379.0,0,0,1068,30.4,88.5
2024-01-02 09:00:00,91.812,379.0,0,0,1068,30.4,88.0
2024-01-02 10:00:00,97.242,403.6,0,21,1060,31.1,84.2
2024-01-02 10:00:00,97.242,403.6,0,21,1060,31.1,88.5
2024-01-02 10:00:00,97.242,403.6,0,21,1060,31.1,88.0
2024-01-02 10:00:00,97.242,403.6,0,21,1060,30.8,84.2
2024-01-02 10:00:00,97.242,403.6,0,21,1060,30.8,88.5
2024-01-02 10:00:00,97.242,403.6,0,21,1060,30.8,88.0
2024-01-02 10:00:00,97.242,403.6,0,21,1060,30.4,84.2
2024-01-02 10:00:00,97.242,403.6,0,21,1060,30.4,88.5
2024-01-02 10:00:00,97.242,403.6,0,21,1060,30.4,88.0
2024-01-02 11:00:00,90.474,373.4,0,7,1075,31.1,84.2
2024-01-02 11:00:00,90.474,373.4,0,7,1075,31.1,88.5
2024-01-02 11:00:00,90.474,373.4,0,7,1075,31.1,88.0
2024-01-02 11:00:00,90.474,373.4,0,7,1075,30.8,84.2
2024-01-02 11:00:00,90.474,373.4,0,7,1075,30.8,88.5
2024-01-02 11:00:00,90.474,373.4,0,7,1075,30.8,88.0
2024-01-02 11:00:00,90.474,373.4,0,7,1075,30.4,84.2
2024-01-02 11:00:00,90.474,373.4,0,7,1075,30.4,88.5
2024-01-02 11:00:00,90.474,373.4,0,7,1075,30.4,88.0
2024-01-02 12:00:00,82.974,344.8,0,0,1065,31.1,84.2
2024-01-02 12:00:00,82.974,344.8,0,0,1065,31.1,88.5
2024-01-02 12:00:00,82.974,344.8,0,0,1065,31.1,88.0
2024-01-02 12:00:00,82.974,344.8,0,0,1065,30.8,84.2
2024-01-02 12:00:00,82.974,344.8,0,0,1065,30.8,88.5
2024-01-02 12:00:00,82.974,344.8,0,0,1065,30.8,88.0
2024-01-02 12:00:00,82.974,344.8,0,0,1065,30.4,84.2
2024-01-02 12:00:00,82.974,344.8,0,0,1065,30.4,88.5
2024-01-02 12:00:00,82.974,344.8,0,0,1065,30.4,88.0
2024-01-02 13:00:00,86.458,357.4,0,27,1070,31.1,84.2
2024-01-02 13:00:00,86.458,357.4,0,27,1070,31.1,88.5
2024-01-02 13:00:00,86.458,357.4,0,27,1070,31.1,88.0
2024-01-02 13:00:00,86.458,357.4,0,27,1070,30.8,84.2
2024-01-02 13:00:00,86.458,357.4,0,27,1070,30.8,88.5
2024-01-02 13:00:00,86.458,357.4,0,27,1070,30.8,88.0
2024-01-02 13:00:00,86.458,357.4,0,27,1070,30.4,84.2
2024-01-02 13:00:00,86.458,357.4,0,27,1070,30.4,88.5
2024-01-02 13:00:00,86.458,357.4,0,27,1070,30.4,88.0
2024-01-02 14:00:00,57.864,238.4,0,0,620,31.1,84.2
2024-01-02 14:00:00,57.864,238.4,0,0,620,31.1,88.5
2024-01-02 14:00:00,57.864,238.4,0,0,620,31.1,88.0
2024-01-02 14:00:00,57.864,238.4,0,0,620,30.8,84.2
2024-01-02 14:00:00,57.864,238.4,0,0,620,30.8,88.5
2024-01-02 14:00:00,57.864,238.4,0,0,620,30.8,88.0
2024-01-02 14:00:00,57.864,238.4,0,0,620,30.4,84.2
2024-01-02 14:00:00,57.864,238.4,0,0,620,30.4,88.5
2024-01-02 14:00:00,57.864,238.4,0,0,620,30.4,88.0
2024-01-02 15:00:00,24.496,107.2,0,0,0,31.1,84.2
2024-01-02 15:00:00,24.496,107.2,0,0,0,31.1,88.5
2024-01-02 15:00:00,24.496,107.2,0,0,0,31.1,88.0
2024-01-02 15:00:00,24.496,107.2,0,0,0,30.8,84.2
2024-01-02 15:00:00,24.496,107.2,0,0,0,30.8,88.5
2024-01-02 15:00:00,24.496,107.2,0,0,0,30.8,88.0
2024-01-02 15:00:00,24.496,107.2,0,0,0,30.4,84.2
2024-01-02 15:00:00,24.496,107.2,0,0,0,30.4,88.5
2024-01-02 15:00:00,24.496,107.2,0,0,0,30.4,88.0
2024-01-02 16:00:00,23.11,101.8,0,28,0,31.1,84.2
2024-01-02 16:00:00,23.11,101.8,0,28,0,31.1,88.5
2024-01-02 16:00:00,23.11,101.8,0,28,0,31.1,88.0
2024-01-02 16:00:00,23.11,101.8,0,28,0,30.8,84.2
2024-01-02 16:00:00,23.11,101.8,0,28,0,30.8,88.5
2024-01-02 16:00:00,23.11,101.8,0,28,0,30.8,88.0
2024-01-02 16:00:00,23.11,101.8,0,28,0,30.4,84.2
2024-01-02 16:00:00,23.11,101.8,0,28,0,30.4,88.5
2024-01-02 16:00:00,23.11,101.8,0,28,0,30.4,88.0
2024-01-02 17:00:00,32.604,137.4,0,0,0,31.1,84.2
2024-01-02 17:00:00,32.604,137.4,0,0,0,31.1,88.5
2024-01-02 17:00:00,32.604,137.4,0,0,0,31.1,88.0
2024-01-02 17:00:00,32.604,137.4,0,0,0,30.8,84.2
2024-01-02 17:00:00,32.604,137.4,0,0,0,30.8,88.5
2024-01-02 17:00:00,32.604,137.4,0,0,0,30.8,88.0
2024-01-02 17:00:00,32.604,137.4,0,0,0,30.4,84.2
2024-01-02 17:00:00,32.604,137.4,0,0,0,30.4,88.5
2024-01-02 17:00:00,32.604,137.4,0,0,0,30.4,88.0
2024-01-02 18:00:00,68.246,286.6,0,8,0,31.1,84.2
2024-01-02 18:00:00,68.246,286.6,0,8,0,31.1,88.5
2024-01-02 18:00:00,68.246,286.6,0,8,0,31.1,88.0
2024-01-02 18:00:00,68.246,286.6,0,8,0,30.8,84.2
2024-01-02 18:00:00,68.246,286.6,0,8,0,30.8,88.5
2024-01-02 18:00:00,68.246,286.6,0,8,0,30.8,88.0
2024-01-02 18:00:00,68.246,286.6,0,8,0,30.4,84.2
2024-01-02 18:00:00,68.246,286.6,0,8,0,30.4,88.5
2024-01-02 18:00:00,68.246,286.6,0,8,0,30.4,88.0
2024-01-02 19:00:00,101.236,426.8,0,361,0,31.1,84.2
2024-01-02 19:00:00,101.236,426.8,0,361,0,31.1,88.5
2024-01-02 19:00:00,101.236,426.8,0,361,0,31.1,88.0
2024-01-02 19:00:00,101.236,426.8,0,361,0,30.8,84.2
2024-01-02 19:00:00,101.236,426.8,0,361,0,30.8,88.5
